"Season","Name","Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wSB","wRC","wRAA","wOBA","wRC+","playerid"
"2009","Scott Rolen","- - -","535","8.4 %","11.6 %","0.73",".305",".368",".455",".823",".149","3.6",".327","6.6","-1.1","78","13.8",".360","116","970"
"2012","Albert Pujols","Angels","670","7.8 %","11.3 %","0.68",".285",".343",".516",".859",".231","3.4",".282","-6.4","0.6","100","24.0",".360","132","1177"
"2005","Marcus Giles","Braves","654","9.8 %","16.5 %","0.59",".291",".365",".461",".826",".170","6.0",".334","3.5","1.7","97","18.3",".360","119","89"
"2010","Daric Barton","Athletics","686","16.0 %","14.9 %","1.08",".273",".393",".405",".798",".131","4.3",".316","2.0","-0.5","100","21.2",".360","126","5928"
"2011","Andrew McCutchen","Pirates","678","13.1 %","18.6 %","0.71",".259",".364",".456",".820",".198","5.5",".291","0.8","0.0","100","23.4",".360","130","9847"
"2008","Derrek Lee","Cubs","698","10.2 %","17.0 %","0.60",".291",".361",".462",".823",".172","4.3",".330","-0.7","0.3","102","18.0",".360","111","525"
"2001","Jeff Conine","Orioles","601","10.6 %","12.5 %","0.85",".311",".386",".443",".829",".132","3.9",".336"," ","-1.1","91","16.4",".360","124","131"
"2009","Yunel Escobar","Braves","604","9.4 %","10.3 %","0.92",".299",".377",".436",".812",".136","3.8",".317","1.1","-1.1","88","15.4",".360","120","4191"
"2007","Orlando Hudson","Diamondbacks","601","11.6 %","14.5 %","0.80",".294",".376",".441",".817",".147","5.7",".333","3.4","0.6","89","14.3",".359","108","1307"
"2009","Brian McCann","Braves","551","8.9 %","15.1 %","0.59",".281",".349",".486",".834",".205","3.1",".297","-2.7","0.0","80","14.0",".359","119","4810"
"2009","Dustin Pedroia","Red Sox","714","10.4 %","6.3 %","1.64",".296",".371",".447",".819",".152","4.8",".297","1.3","0.1","104","18.1",".359","112","8370"
"2004","Victor Martinez","Indians","591","10.2 %","11.7 %","0.87",".283",".359",".492",".851",".210","2.0",".286","-3.5","-0.6","88","14.6",".359","119","393"
"2009","Denard Span","Twins","676","10.4 %","13.2 %","0.79",".311",".392",".415",".807",".104","6.5",".353","5.8","-0.2","98","17.1",".359","118","8347"
"2004","Michael Young","Rangers","739","6.0 %","12.0 %","0.49",".313",".353",".483",".836",".170","5.9",".333","5.7","0.9","110","18.3",".359","110","1286"
"2001","Jose Cruz","Blue Jays","627","7.2 %","22.0 %","0.33",".274",".326",".530",".857",".256","6.7",".305"," ","4.2","95","17.1",".359","117","1296"
"2008","Raul Ibanez","Mariners","707","9.1 %","15.6 %","0.58",".293",".358",".479",".837",".186","2.7",".321","2.8","-1.8","103","18.1",".359","122","607"
"2005","Grady Sizemore","Indians","706","7.4 %","18.7 %","0.39",".289",".348",".484",".832",".195","7.2",".334","3.7","0.0","104","19.4",".359","123","2197"
"2009","Adam LaRoche","- - -","629","11.0 %","22.6 %","0.49",".277",".355",".488",".843",".211","2.6",".328","-2.1","-0.8","91","15.8",".359","119","1904"
"2008","Jose Reyes","Mets","763","8.7 %","10.7 %","0.80",".297",".358",".475",".833",".179","8.1",".317","3.8","4.4","111","19.3",".359","118","1736"
"2004","Mark Bellhorn","Red Sox","620","14.2 %","28.5 %","0.50",".264",".373",".444",".817",".180","4.8",".364","0.3","0.6","92","15.0",".359","114","264"
"2009","Felipe Lopez","- - -","680","10.4 %","14.7 %","0.71",".310",".383",".427",".810",".118","3.6",".358","-0.5","-1.9","98","16.9",".359","115","1311"
"2012","Shin-Soo Choo","Indians","686","10.6 %","21.9 %","0.49",".283",".373",".441",".815",".159","4.9",".353","-1.3","0.5","102","24.1",".359","131","3174"
"2007","Paul Konerko","White Sox","636","12.3 %","16.0 %","0.76",".259",".351",".490",".841",".231","1.0",".263","-3.0","-0.9","93","14.7",".359","114","242"
"2006","Mike Cameron","Padres","634","11.2 %","22.4 %","0.50",".268",".355",".482",".837",".214","7.0",".321","1.4","0.8","94","14.7",".359","122","1070"
"2010","Andrew McCutchen","Pirates","653","10.7 %","13.6 %","0.79",".286",".365",".449",".814",".163","6.5",".311","3.2","2.0","95","19.6",".359","124","9847"
"2011","Ben Zobrist","Rays","674","11.4 %","19.0 %","0.60",".269",".353",".469",".822",".201","6.2",".310","2.9","0.8","98","22.7",".359","130","7435"
"2007","Bobby Abreu","Yankees","699","12.0 %","16.5 %","0.73",".283",".369",".445",".814",".162","6.6",".322","1.4","0.9","102","16.0",".358","117","945"
"2000","Jose Valentin","White Sox","648","9.1 %","16.4 %","0.56",".273",".343",".491",".835",".218","7.1",".295"," ","3.0","95","10.0",".358","107","256"
"2004","Johnny Estrada","Braves","517","7.5 %","12.8 %","0.59",".314",".378",".450",".828",".136","1.2",".348","-1.9","-0.1","76","12.3",".358","115","955"
"2006","Hanley Ramirez","Marlins","700","8.0 %","18.3 %","0.44",".292",".353",".480",".833",".188","8.6",".343","5.0","3.4","104","16.1",".358","116","8001"
"2006","Jose Reyes","Mets","703","7.5 %","11.5 %","0.65",".300",".354",".487",".841",".187","8.9",".320","4.1","5.1","104","16.1",".358","116","1736"
"2010","Andres Torres","Giants","570","9.8 %","22.5 %","0.44",".268",".343",".479",".823",".211","7.5",".331","5.4","2.0","82","17.0",".358","125","1488"
"2009","Martin Prado","Braves","503","7.2 %","11.7 %","0.61",".307",".358",".464",".822",".158","2.0",".331","0.7","-1.4","73","12.3",".358","119","3312"
"2001","Jeromy Burnitz","Brewers","651","12.3 %","23.0 %","0.53",".251",".347",".504",".851",".253","3.8",".280"," ","-1.8","98","17.1",".358","115","867"
"2006","Austin Kearns","- - -","629","12.1 %","21.5 %","0.56",".264",".363",".467",".830",".203","4.1",".308","1.5","-0.2","93","14.4",".358","114","332"
"2012","Corey Hart","Brewers","622","7.1 %","24.3 %","0.29",".270",".334",".507",".841",".237","4.9",".318","-0.7","0.4","93","21.6",".358","125","1945"
"2004","Mark Kotsay","Athletics","673","8.2 %","10.4 %","0.79",".314",".370",".459",".829",".145","3.5",".333","-3.3","-0.7","99","16.0",".358","116","1042"
"2004","Sammy Sosa","Cubs","539","10.4 %","24.7 %","0.42",".253",".332",".517",".849",".264","1.0",".275","-2.6","-0.1","80","12.8",".358","113","302"
"2000","Fred McGriff","Devil Rays","664","13.7 %","18.1 %","0.76",".277",".373",".452",".826",".175","2.0",".305"," ","0.5","97","10.1",".358","107","293"
"2005","Bill Hall","Brewers","546","7.1 %","18.9 %","0.38",".291",".342",".495",".837",".204","6.1",".336","2.2","0.9","80","14.6",".358","116","1605"
"2008","Adam LaRoche","Pirates","554","9.7 %","22.0 %","0.44",".270",".341",".500",".841",".230","2.9",".308","-2.1","-0.5","80","13.6",".358","116","1904"
"2008","David DeJesus","Royals","577","8.0 %","12.3 %","0.65",".307",".366",".452",".818",".145","5.2",".335","-0.8","-1.6","84","14.2",".358","116","1825"
"2009","Carl Crawford","Rays","672","7.6 %","14.7 %","0.52",".305",".364",".452",".816",".147","7.7",".342","1.0","4.8","97","16.2",".358","120","1201"
"2010","Hideki Matsui","Angels","558","12.0 %","17.6 %","0.68",".274",".361",".459",".820",".185","1.4",".302","-4.6","-0.9","81","16.4",".358","126","1659"
"2010","Carlos Quentin","White Sox","527","9.5 %","15.7 %","0.60",".243",".342",".479",".821",".236","3.5",".241","0.9","-0.8","76","15.5",".358","118","6274"
"2002","Shannon Stewart","Blue Jays","641","8.4 %","9.4 %","0.90",".303",".371",".442",".813",".139","6.3",".325","2.8","1.9","94","16.8",".358","115","1322"
"2002","Robin Ventura","Yankees","562","16.0 %","18.0 %","0.89",".247",".368",".458",".826",".211","2.1",".257","-1.1","0.1","82","14.7",".358","120","854"
"2002","Scott Hatteberg","Athletics","568","12.0 %","9.9 %","1.21",".280",".374",".433",".807",".152","2.2",".291","-1.2","0.0","83","14.9",".358","120","916"
"2012","Alex Gordon","Royals","721","10.1 %","19.4 %","0.52",".294",".368",".455",".822",".160","4.5",".356","2.0","-0.9","107","24.5",".357","126","5209"
"2007","Raul Ibanez","Mariners","636","8.3 %","15.3 %","0.55",".291",".351",".480",".831",".188","2.9",".316","-0.5","-0.5","93","14.0",".357","119","607"
"2009","Casey Blake","Dodgers","565","11.2 %","20.5 %","0.54",".280",".363",".468",".832",".188","4.6",".327","2.5","-1.5","81","13.3",".357","120","719"
"2000","Mark Quinn","Royals","544","6.4 %","16.7 %","0.38",".294",".342",".488",".830",".194","4.0",".324"," ","0.1","79","7.7",".357","102","621"
"2009","Aaron Hill","Blue Jays","734","5.7 %","13.4 %","0.43",".286",".330",".499",".829",".213","3.2",".288","2.3","-0.1","105","17.1",".357","114","6104"
"2000","Carlos Lee","White Sox","619","6.1 %","15.2 %","0.40",".301",".345",".484",".829",".184","5.4",".322"," ","0.8","90","8.7",".357","106","243"
"2006","Kevin Youkilis","Red Sox","680","13.4 %","17.6 %","0.76",".279",".381",".429",".810",".149","3.9",".327","1.9","-0.2","100","14.7",".357","111","1935"
"2001","Jeff Cirillo","Rockies","586","7.3 %","10.8 %","0.68",".313",".364",".473",".838",".161","5.1",".324"," ","1.5","87","14.7",".357","95","1073"
"2010","Torii Hunter","Angels","646","9.4 %","16.4 %","0.58",".281",".354",".464",".819",".183","2.5",".307","-0.9","-3.5","93","18.5",".357","126","731"
"2009","Chone Figgins","Angels","729","13.9 %","15.6 %","0.89",".298",".395",".393",".789",".096","6.7",".356","7.9","0.6","104","16.9",".357","116","1580"
"2000","Todd Zeile","Mets","623","11.9 %","13.6 %","0.87",".268",".356",".467",".823",".199","2.7",".282"," ","-1.2","91","8.7",".357","111","457"
"2011","Rickie Weeks","Brewers","515","9.7 %","20.8 %","0.47",".269",".350",".468",".818",".199","5.2",".310","-2.9","0.5","74","16.6",".357","125","1849"
"2005","Melvin Mora","Orioles","664","7.5 %","16.9 %","0.45",".283",".348",".474",".821",".191","3.2",".309","-3.6","-0.5","97","16.9",".357","120","157"
"2007","Rickie Weeks","Brewers","506","15.4 %","22.9 %","0.67",".235",".374",".433",".807",".198","8.2",".287","2.9","3.7","73","10.8",".357","113","1849"
"2005","Shawn Green","Diamondbacks","656","9.5 %","14.5 %","0.65",".286",".355",".477",".832",".191","4.4",".305","2.4","-0.3","95","16.6",".356","111","651"
"2009","Carlos Lee","Astros","662","6.2 %","7.7 %","0.80",".300",".343",".489",".831",".189","2.3",".290","-9.2","-0.7","94","15.2",".356","118","243"
"2003","Mark Loretta","Padres","653","8.3 %","9.5 %","0.87",".314",".372",".441",".814",".127","3.3",".332","-0.3","-0.8","96","15.6",".356","121","1383"
"2004","Derek Jeter","Yankees","721","6.4 %","13.7 %","0.46",".292",".352",".471",".823",".179","5.4",".315","1.2","2.7","105","16.0",".356","117","826"
"2000","Dmitri Young","Reds","593","6.1 %","13.5 %","0.45",".303",".346",".491",".837",".188","3.3",".325"," ","-1.3","86","8.1",".356","104","505"
"2002","Corey Koskie","Twins","576","12.5 %","22.0 %","0.57",".267",".368",".447",".815",".180","4.2",".329","-0.5","-2.7","84","14.5",".356","116","738"
"2012","Torii Hunter","Angels","584","6.5 %","22.8 %","0.29",".313",".365",".451",".817",".139","4.5",".389","4.1","0.6","86","19.4",".356","130","731"
"2002","Randy Winn","Devil Rays","674","8.2 %","16.2 %","0.50",".298",".360",".461",".821",".163","6.6",".342","3.1","2.0","98","16.9",".356","119","1235"
"2008","Melvin Mora","Orioles","570","6.5 %","12.3 %","0.53",".285",".342",".483",".826",".199","3.2",".289","2.5","-2.7","82","13.1",".356","114","157"
"2000","Miguel Tejada","Athletics","681","9.7 %","15.0 %","0.65",".275",".349",".479",".828",".204","4.0",".287"," ","1.3","99","9.2",".356","109","941"
"2009","Magglio Ordonez","Tigers","518","9.8 %","12.5 %","0.78",".310",".376",".428",".804",".118","3.0",".344","-1.3","-0.2","74","11.7",".356","113","248"
"2006","Richie Sexson","Mariners","663","9.7 %","23.2 %","0.42",".264",".338",".504",".842",".240","1.4",".300","-4.6","-0.4","97","13.9",".356","117","709"
"2011","Jhonny Peralta","Tigers","576","6.9 %","16.5 %","0.42",".299",".345",".478",".824",".179","2.5",".325","-1.9","-1.3","83","18.2",".356","122","1738"
"2011","Carlos Pena","Cubs","606","16.7 %","26.6 %","0.63",".225",".357",".462",".819",".237","3.0",".267","-0.9","-0.9","87","19.2",".356","122","934"
"2000","Delino DeShields","Orioles","643","10.7 %","12.8 %","0.84",".296",".369",".444",".813",".148","6.5",".326"," ","2.9","93","8.5",".356","110","275"
"2006","Kevin Millar","Orioles","503","11.7 %","14.7 %","0.80",".272",".374",".437",".811",".165","1.9",".297","-6.2","-0.4","74","10.5",".356","113","529"
"2007","Brian Roberts","Orioles","716","12.4 %","13.8 %","0.90",".290",".377",".432",".808",".142","6.8",".327","1.6","6.3","103","14.9",".356","115","166"
"2003","Shannon Stewart","- - -","644","8.1 %","10.2 %","0.79",".307",".364",".459",".823",".152","3.3",".323","1.5","-1.9","94","15.1",".356","114","1322"
"2000","J.T. Snow","Giants","627","10.5 %","20.6 %","0.51",".284",".365",".459",".824",".175","2.7",".331"," ","-1.1","91","8.2",".356","110","1133"
"2009","Luke Scott","Orioles","506","10.9 %","20.6 %","0.53",".258",".340",".488",".828",".229","1.6",".283","-1.5","-0.3","72","11.3",".356","112","3469"
"2009","Hunter Pence","Astros","647","9.0 %","16.8 %","0.53",".282",".346",".472",".818",".190","4.5",".308","0.5","-2.3","92","14.4",".356","117","8252"
"2001","Jorge Posada","Yankees","557","11.1 %","23.7 %","0.47",".277",".363",".475",".838",".198","2.0",".334"," ","-2.2","83","13.4",".356","120","841"
"2003","Frank Catalanotto","Blue Jays","535","6.5 %","11.6 %","0.56",".299",".351",".472",".823",".174","4.6",".319","2.2","-0.5","78","12.5",".356","113","1241"
"2008","J.J. Hardy","Brewers","629","8.3 %","15.6 %","0.53",".283",".343",".478",".821",".195","3.4",".305","-1.4","-0.4","90","14.2",".356","115","3797"
"2000","Dante Bichette","- - -","636","7.7 %","14.3 %","0.54",".294",".350",".477",".826",".183","3.5",".312"," ","0.2","92","8.2",".356","104","1000946"
"2005","Luis Gonzalez","Diamondbacks","672","11.6 %","13.4 %","0.87",".271",".366",".459",".825",".188","2.8",".284","-2.6","0.1","97","16.5",".356","110","55"
"2011","Ryan Howard","Phillies","644","11.6 %","26.7 %","0.44",".253",".346",".488",".835",".235","2.3",".303","-8.9","-0.3","92","20.0",".355","124","2154"
"2001","Sean Casey","Reds","588","7.3 %","10.7 %","0.68",".310",".369",".458",".827",".148","2.5",".330"," ","0.1","87","13.9",".355","111","314"
"2008","Stephen Drew","Diamondbacks","663","6.2 %","16.4 %","0.38",".291",".333",".502",".836",".211","5.1",".322","-2.4","-1.0","95","14.7",".355","109","4251"
"2010","Stephen Drew","Diamondbacks","633","9.8 %","17.1 %","0.57",".278",".352",".458",".810",".181","6.0",".321","0.3","-0.5","90","17.3",".355","113","4251"
"2009","Dan Uggla","Marlins","668","13.8 %","22.5 %","0.61",".243",".354",".459",".813",".216","2.5",".274","-0.5","-0.5","95","14.6",".355","114","3442"
"2000","Rafael Furcal","Braves","542","13.5 %","14.8 %","0.91",".295",".394",".382",".776",".088","6.9",".349"," ","1.6","78","6.8",".355","107","88"
"2000","Ray Durham","White Sox","709","10.6 %","14.8 %","0.71",".280",".361",".450",".810",".169","6.9",".310"," ","-0.9","102","8.9",".355","105","230"
"2004","Jason Kendall","Pirates","658","9.1 %","6.2 %","1.46",".319",".399",".390",".789",".071","3.3",".337","3.8","-1.5","95","13.8",".355","112","993"
"2011","Seth Smith","Rockies","533","8.6 %","17.4 %","0.49",".284",".347",".483",".830",".200","6.4",".320","0.2","0.8","76","16.4",".355","111","7331"
"2004","David Bell","Phillies","603","9.5 %","12.4 %","0.76",".291",".363",".458",".821",".167","1.8",".308","-1.7","-0.4","87","12.7",".355","110","1108"
"2003","Rondell White","- - -","534","5.8 %","14.8 %","0.39",".289",".341",".488",".829",".199","3.0",".304","-4.3","-1.6","78","12.1",".355","118","856"
"2000","Mike Cameron","Mariners","643","12.1 %","20.7 %","0.59",".267",".365",".438",".803",".171","6.0",".317"," ","1.7","92","8.0",".355","110","1070"
"2007","Carl Crawford","Devil Rays","627","5.1 %","17.9 %","0.29",".315",".355",".466",".820",".151","8.3",".374","3.6","5.2","90","12.4",".355","116","1201"
"2007","Jose Guillen","Mariners","659","6.2 %","17.9 %","0.35",".290",".353",".460",".813",".170","3.9",".326","-3.5","0.0","95","13.0",".355","117","57"
"2012","Carlos Beltran","Cardinals","619","10.5 %","20.0 %","0.52",".269",".346",".495",".842",".227","4.0",".291","-2.3","-0.4","90","19.7",".355","125","589"
"2006","Carl Crawford","Devil Rays","653","5.7 %","13.0 %","0.44",".305",".348",".482",".830",".177","8.4",".331","2.5","7.4","95","12.9",".355","114","1201"
"2006","Magglio Ordonez","Tigers","646","7.0 %","13.5 %","0.52",".298",".350",".477",".827",".179","2.1",".315","-2.6","-1.8","94","12.7",".355","113","248"
"2002","Mark Kotsay","Padres","646","9.1 %","13.8 %","0.66",".292",".359",".452",".810",".159","4.8",".319","0.1","-1.6","93","15.3",".355","121","1042"
"2006","Rafael Furcal","Dodgers","736","9.9 %","13.3 %","0.74",".300",".369",".445",".814",".145","7.0",".333","0.1","1.4","107","14.5",".355","113","88"
"2009","Chipper Jones","Braves","596","16.9 %","14.9 %","1.13",".264",".388",".430",".818",".166","3.5",".287","-0.6","-0.1","84","12.7",".355","116","97"
"2001","Mike Cameron","Mariners","633","10.9 %","24.5 %","0.45",".267",".353",".480",".832",".213","7.4",".319"," ","4.6","93","14.6",".354","120","1070"
"2007","Torii Hunter","Twins","650","6.2 %","15.5 %","0.40",".287",".334",".505",".839",".218","4.5",".303","0.7","-0.7","93","12.7",".354","116","731"
"2010","Delmon Young","Twins","613","4.6 %","13.2 %","0.35",".298",".333",".493",".826",".195","3.0",".312","-2.7","-1.0","87","16.3",".354","121","2140"
"2003","Jody Gerut","Indians","525","6.7 %","13.3 %","0.50",".279",".336",".494",".830",".215","3.2",".287","-0.2","-1.4","76","11.5",".354","118","1696"
"2005","Lyle Overbay","Brewers","622","12.5 %","15.8 %","0.80",".276",".367",".449",".816",".173","2.5",".304","2.4","0.0","89","14.3",".354","113","1617"
"2011","Casey Kotchman","Rays","563","8.5 %","11.7 %","0.73",".306",".378",".422",".800",".116","2.1",".335","-1.8","-1.0","80","16.7",".354","127","1930"
"2003","Carlos Lee","White Sox","671","5.5 %","13.6 %","0.41",".291",".331",".499",".830",".209","4.9",".295","1.6","1.8","97","14.5",".354","113","243"
"2003","Moises Alou","Cubs","638","9.9 %","10.5 %","0.94",".280",".357",".462",".819",".182","2.8",".284","-0.8","0.1","92","13.8",".354","112","261"
"2004","Pat Burrell","Phillies","534","14.6 %","24.3 %","0.60",".257",".365",".455",".821",".199","2.2",".303","-3.6","0.3","77","10.6",".354","109","949"
